car_name,year,price,assemble_place,series,driven kms,num_of_seat,engine_type,transmission
 Rolls Royce Ghost Series II,2015,690199.0,Imported,Sedan,20000,4,Petrol,Automatic
 Lexus RX 350 AWD,2009,35102.0,Imported,SUV,120000,5,Petrol,Automatic
 Toyota Fortuner TRD Sportivo 4x4 AT,2014,20509.0,Locally assembled,SUV,94000,8,Petrol,Automatic
 Hyundai Accent 1.4 ATH,2018,16762.0,Locally assembled,Sedan,57000,5,Petrol,Automatic
 BMW 3 Series 320i,2018,38651.0,Imported,Sedan,40000,5,Petrol,Automatic
 Kia Sedona Platinum D,2018,35457.0,Locally assembled,Van/Minivan,70000,7,Diesel,Automatic
 Toyota Yaris 1.3E,2014,17156.0,Imported,Hatchback,19000,5,Petrol,Automatic
 Lexus LX,2022,26819.0,Locally assembled,Sedan,9000,4,Petrol,Automatic
 Mazda 2 Luxury,2019,17551.0,Imported,Sedan,27940,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,18734.0,Locally assembled,Sedan,63281,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2018,22836.0,Locally assembled,Sedan,6000,5,Petrol,Automatic
 Hyundai Genesis 2.0 AT,2010,18063.0,Imported,Coupe,54000,4,Petrol,Automatic
 Toyota Vios 1.5E CVT,2018,15106.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 MT,2017,29383.0,Imported,SUV,79800,8,Diesel,Manual
 Mercedes Benz E class E300 AMG,2022,111615.0,Locally assembled,Sedan,19,5,Petrol,Automatic
 Mercedes Benz Maybach GLS 600 4Matic,2021,507513.0,Imported,SUV,8999,4,Petrol,Automatic
 Hyundai i20 Active 1.4 AT,2016,15184.0,Imported,Crossover,60000,5,Petrol,Automatic
 Toyota RAV4 Limited 2.5 AT,2014,31434.0,Imported,SUV,170000,5,Petrol,Automatic
 Toyota Innova 2.0E,2017,19128.0,Locally assembled,Crossover,90000,8,Petrol,Manual
 Mitsubishi Triton 4x2 AT,2017,17314.0,Imported,Bán tải / Pickup,92000,5,Diesel,Automatic
 Ford Ranger Wildtrak 2.2L 4x2 AT,2016,19681.0,Imported,Bán tải / Pickup,113000,5,Diesel,Automatic
 Toyota Vios 1.5E CVT,2017,15579.0,Locally assembled,Sedan,82000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,18458.0,Locally assembled,Sedan,45000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2022,52376.0,Imported,Sedan,6000,5,Petrol,Automatic
 Toyota Innova 2.0E,2020,23861.0,Locally assembled,Crossover,60000,8,Petrol,Manual
 Honda Civic G 1.8 AT,2021,26425.0,Imported,Sedan,16000,5,Petrol,Automatic
 Kia Morning 1.0 AT Sport,2012,12424.0,Imported,Hatchback,42000,5,Petrol,Automatic
 Mitsubishi Xpander 1.5AT,2021,21929.0,Imported,Van/Minivan,32000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2016,17038.0,Locally assembled,Sedan,86000,5,Petrol,Automatic
 BMW 7 Series 730Li,2010,22796.0,Imported,Sedan,80000,5,Petrol,Automatic
 Lexus NX 200t,2015,53244.0,Imported,SUV,53828,5,Petrol,Automatic
 Hyundai Elantra 1.6 AT,2016,17156.0,Locally assembled,Sedan,69000,5,Petrol,Automatic
 Ford Transit SVP,2018,21495.0,Locally assembled,Van/Minivan,110000,6,Diesel,Manual
 Ford Fiesta S 1.6 AT,2011,8677.0,Locally assembled,Hatchback,94000,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2018,22284.0,Locally assembled,Crossover,40000,5,Petrol,Automatic
 Hyundai Kona 2.0 AT,2019,19444.0,Locally assembled,Crossover,41750,5,Petrol,Automatic
 Mercedes Benz S class S450 4Matic,2022,183396.0,Imported,Sedan,8000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2019,20312.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2022,90672.0,Locally assembled,SUV,20,5,Petrol,Automatic
 Toyota Prado GX 2.7 AT,2009,22086.0,Imported,SUV,116000,7,Petrol,Automatic
 Kia Morning Van 1.0 AT,2013,7888.0,Imported,Van/Minivan,100000,2,Petrol,Automatic
 Nissan Navara EL Premium Z,2019,19917.0,Imported,Bán tải / Pickup,60000,5,Diesel,Automatic
 Ford Ranger XLT 2.2L 4x4 MT,2018,18458.0,Imported,Bán tải / Pickup,10000,5,Diesel,Manual
 Kia Morning Luxury,2019,13015.0,Locally assembled,Hatchback,37000,5,Petrol,Automatic
 Mazda CX5 2.0 Premium,2020,29107.0,Locally assembled,SUV,48526,5,Petrol,Automatic
 Toyota Land Cruiser 4.6 V8,2020,163676.0,Imported,SUV,40000,8,Petrol,Automatic
 Mercedes Benz S class S450L,2018,98560.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Mercedes Benz E class E300 AMG,2021,92250.0,Locally assembled,Sedan,7000,5,Petrol,Automatic
 Suzuki APV GL 1.6 MT,2007,7809.0,Locally assembled,SUV,91000,8,Petrol,Manual
 Peugeot 3008 1.6 AT,2018,28594.0,Locally assembled,Crossover,60000,5,Petrol,Automatic
 Honda CRV L,2019,32459.0,Imported,SUV,60000,7,Petrol,Automatic
 Kia Soluto 1.4 MT,2019,13607.0,Locally assembled,Sedan,36000,5,Petrol,Manual
 Hyundai Accent 1.4 AT Đặc Biệt,2022,20075.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Toyota Camry 2.5HV,2022,51666.0,Imported,Sedan,6000,5,Hybrid,Automatic
 Honda City 1.5 AT,2016,14948.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Mazda CX5 2.5 AT AWD,2018,26425.0,Locally assembled,SUV,92000,5,Petrol,Automatic
 Kia Sorento DATH,2018,27214.0,Locally assembled,SUV,60000,7,Diesel,Automatic
 Mercedes Benz Maybach S450 4Matic,2018,236600.0,Imported,Sedan,13000,5,Petrol,Automatic
 Mazda 2 Luxury,2020,17551.0,Imported,Sedan,39000,5,Petrol,Automatic
 Mazda 6 Luxury 2.0 AT,2019,25044.0,Locally assembled,Sedan,65000,5,Petrol,Automatic
 Hyundai Elantra 1.6 AT,2021,21495.0,Locally assembled,Sedan,28000,5,Petrol,Automatic
 Kia Sedona 2.2 DAT Luxury,2019,35457.0,Locally assembled,Van/Minivan,57000,7,Diesel,Automatic
 Lexus GX 460,2016,122224.0,Imported,SUV,70000,7,Petrol,Automatic
 Mazda BT50 2.2L 4x2 AT,2014,15184.0,Imported,Bán tải / Pickup,60000,5,Diesel,Automatic
 Mazda 3 1.6 AT,2010,11438.0,Imported,Hatchback,100000,5,Petrol,Automatic
 Toyota Vios 1.3J,2015,10846.0,Locally assembled,Sedan,100000,5,Petrol,Manual
 Kia Rondo GAT,2015,15894.0,Locally assembled,SUV,69882,7,Petrol,Automatic
 Kia Rio 1.4 AT,2016,14514.0,Imported,Sedan,62000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4Matic,2021,70992.0,Locally assembled,SUV,14000,5,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 AT,2020,35299.0,Locally assembled,SUV,70000,8,Diesel,Automatic
 Hyundai Elantra 2.0 AT,2017,17945.0,Locally assembled,Sedan,53000,5,Petrol,Automatic
 Toyota Alphard Luxury Executive Lounge,2021,0.0,Imported,Van/Minivan,35000,7,Petrol,Automatic
 Rolls Royce Ghost 6.6 V12,2011,268192.0,Imported,Sedan,40000,4,Petrol,Automatic
 Mitsubishi Xpander 1.5 AT,2020,22284.0,Imported,SUV,60000,7,Petrol,Automatic
 Kia Morning Van 1.0 AT,2012,6508.0,Imported,Van/Minivan,98000,2,Petrol,Automatic
 BMW 3 Series 320i,2016,31355.0,Imported,Sedan,88000,5,Petrol,Automatic
 Porsche Cayenne S,2020,183396.0,Imported,SUV,36000,5,Petrol,Automatic
 Audi A8 L 4.2 Quattro,2010,33918.0,Imported,Sedan,80000,5,Petrol,Automatic
 Toyota Fortuner 2.5G,2009,18340.0,Locally assembled,SUV,100000,8,Diesel,Manual
 Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,28397.0,Locally assembled,Crossover,20000,5,Petrol,Automatic
 Hyundai Kona 2.0 Đặc biệt,2019,20469.0,Locally assembled,Hatchback,20000,5,Petrol,Automatic
 Toyota Zace GL,2004,8243.0,Locally assembled,SUV,79000,8,Petrol,Manual
 Chevrolet Spark LTZ 1.0 AT,2013,7849.0,Locally assembled,Hatchback,79000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2022,25242.0,Locally assembled,Sedan,3000,5,Petrol,Automatic
 Mitsubishi Outlander 2.4 CVT Premium,2018,28002.0,Locally assembled,SUV,60000,7,Petrol,Automatic
 LandRover Range Rover Autobiography LWB 3.0,2018,244488.0,Imported,SUV,30000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,28988.0,Locally assembled,Crossover,12000,5,Petrol,Automatic
 Mercedes Benz C class C200,2016,31158.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 AT,2020,36876.0,Locally assembled,SUV,63000,8,Diesel,Automatic
 Mercedes Benz C class C200,2016,30763.0,Locally assembled,Sedan,68000,5,Petrol,Automatic
 Toyota Fortuner 2.8V 4x4 AT,2018,34707.0,Imported,SUV,80000,8,Diesel,Automatic
 Mitsubishi Pajero 2.5,2021,40820.0,Imported,SUV,40000,7,Diesel,Automatic
 BMW 5 Series 528i GT,2015,42122.0,Imported,Sedan,1068,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2021,13212.0,Locally assembled,Hatchback,17000,5,Petrol,Automatic
 Mazda BT50 3.2L 4x4 AT,2015,17945.0,Imported,Bán tải / Pickup,85000,5,Diesel,Automatic
 Ford Escape 2.3 AT,2005,6508.0,Locally assembled,SUV,200000,5,Petrol,Automatic
 Toyota Land Cruiser VX 4.6 V8,2019,147900.0,Imported,SUV,59000,8,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2017,20824.0,Imported,Bán tải / Pickup,68000,5,Diesel,Automatic
 Mercedes Benz GLC 250 4Matic,2017,42595.0,Locally assembled,SUV,70000,5,Petrol,Automatic
 Mazda CX5 2.0 Premium,2020,30172.0,Locally assembled,SUV,13000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,28357.0,Locally assembled,Crossover,21000,5,Petrol,Automatic
 Toyota Fortuner 2.4L 4x2 AT,2022,40032.0,Locally assembled,SUV,15000,7,Diesel,Automatic
 LandRover Range Rover HSE 3.0,2014,120292.0,Imported,SUV,39000,5,Petrol,Automatic
 Toyota Corolla Cross 1.8G,2022,28594.0,Imported,SUV,15000,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2020,22441.0,Locally assembled,Sedan,31000,5,Petrol,Automatic
 Mitsubishi Triton,2021,25439.0,Imported,Bán tải / Pickup,35000,5,Diesel,Automatic
 BMW 5 Series 528i,2016,45356.0,Imported,Sedan,85000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2019,21495.0,Locally assembled,Sedan,31230,5,Petrol,Automatic
 Chevrolet Cruze LT 1.6L,2018,13607.0,Locally assembled,Sedan,45000,5,Petrol,Manual
 Hyundai Elantra Sport 1.6 AT,2018,20706.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Audi Q2 1.4 TFSI Quattro,2018,38178.0,Imported,Crossover,39000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2021,80063.0,Locally assembled,SUV,10000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2019,14159.0,Locally assembled,Hatchback,46000,5,Petrol,Automatic
 Hyundai SantaFe 2.4L 4WD,2018,30369.0,Locally assembled,SUV,61000,7,Petrol,Automatic
 Mercedes Benz C class C200 Avantgarde,2022,63064.0,Locally assembled,Sedan,2300,5,Petrol,Automatic
 BMW X4 xDrive20i,2018,69020.0,Imported,SUV,40000,5,Petrol,Automatic
 Toyota Highlander SL 2.7L,2011,28002.0,Imported,SUV,100000,7,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2018,14001.0,Locally assembled,Hatchback,50000,5,Petrol,Automatic
 Mercedes Benz GLC 250 4Matic,2018,51075.0,Locally assembled,SUV,28000,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2019,54624.0,Locally assembled,Sedan,23000,5,Petrol,Automatic
 Porsche Cayenne S,2010,55176.0,Imported,SUV,99000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2012,17945.0,Locally assembled,SUV,150000,8,Petrol,Automatic
 Lexus LX 570,2010,80852.0,Imported,SUV,58000,7,Petrol,Automatic
 Mercedes Benz C class C200,2013,16565.0,Locally assembled,Sedan,84000,5,Petrol,Automatic
 Toyota Wigo 1.2G AT,2020,12818.0,Imported,Hatchback,25000,5,Petrol,Automatic
 Fiat 500 0.9 AT,2009,15737.0,Imported,Hatchback,70000,4,Petrol,Automatic
 Kia Cerato 1.6 AT Deluxe,2020,18458.0,Locally assembled,Sedan,22000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2018,32932.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Mazda BT50 3.2L 4x4 AT,2013,14001.0,Imported,Bán tải / Pickup,12000,5,Diesel,Automatic
 Mercedes Benz GLK Class GLK250 4Matic,2014,27569.0,Locally assembled,SUV,69000,5,Petrol,Automatic
 Lexus RX 350 AWD,2010,39046.0,Imported,SUV,69999,5,Petrol,Automatic
 Toyota Camry 2.5Q,2019,36521.0,Imported,Sedan,55000,5,Petrol,Automatic
 Toyota Camry 2.0E,2009,14593.0,Imported,Sedan,100000,5,Petrol,Automatic
 Mazda BT50 2.2L 4x2 AT,2018,18734.0,Imported,Bán tải / Pickup,30000,5,Diesel,Automatic
 Kia Morning Si MT,2018,11043.0,Locally assembled,Hatchback,70000,5,Petrol,Manual
 Hyundai Elantra Sport 1.6 AT,2020,22875.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Kia Sorento DATH,2017,27214.0,Locally assembled,SUV,61000,7,Diesel,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2018,18892.0,Imported,Bán tải / Pickup,51000,5,Diesel,Manual
 Kia Seltos Luxury 1.4 AT,2020,25439.0,Locally assembled,Crossover,30000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2021,54664.0,Locally assembled,Sedan,18000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2015,16131.0,Imported,Bán tải / Pickup,80000,5,Diesel,Automatic
 Hyundai i10 1.2 AT,2021,16131.0,Locally assembled,Hatchback,8000,5,Petrol,Automatic
 Hyundai Solati H350 2.5 MT,2018,34707.0,Locally assembled,Van/Minivan,100000,16,Diesel,Manual
 Toyota Innova G,2008,9268.0,Locally assembled,Crossover,156985,8,Petrol,Manual
 Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,2018,29580.0,Imported,SUV,38000,7,Diesel,Automatic
 Hyundai Elantra 2.0 AT,2016,17551.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x4 AT,2018,31355.0,Imported,SUV,85000,8,Petrol,Automatic
 Ford Explorer Limited 2.3L EcoBoost,2018,52061.0,Imported,SUV,40000,7,Petrol,Automatic
 Kia Morning Van 1.0 AT,2013,7612.0,Imported,Van/Minivan,88000,2,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2018,51232.0,Locally assembled,SUV,60000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2020,12739.0,Locally assembled,Hatchback,32000,5,Petrol,Automatic
 Hyundai SantaFe Premium 2.4L HTRAC,2019,33130.0,Locally assembled,SUV,68000,7,Petrol,Automatic
 Mazda 6 Signature Premium 2.5 AT,2022,32341.0,Locally assembled,Sedan,25000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2016,18103.0,Imported,Bán tải / Pickup,70251,5,Diesel,Manual
 Honda CRV L,2018,31789.0,Imported,SUV,38000,7,Petrol,Automatic
 Hyundai Accent 1.4 MT,2018,14593.0,Locally assembled,Sedan,60000,5,Petrol,Manual
 Toyota Camry 2.0E,2018,27214.0,Locally assembled,Sedan,58000,5,Petrol,Automatic
 Kia Morning MT,2020,9268.0,Locally assembled,Hatchback,45000,5,Petrol,Manual
 Toyota Wigo 1.2G MT,2018,9466.0,Imported,Hatchback,53000,5,Petrol,Manual
 Toyota Prado VX 2.7L,2019,82784.0,Imported,SUV,50000,7,Petrol,Automatic
 Lexus LX 570 Super Sport,2018,283968.0,Imported,SUV,55000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2017,18537.0,Locally assembled,Sedan,51000,5,Petrol,Automatic
 Kia Sorento GATH,2016,21692.0,Locally assembled,SUV,80000,7,Petrol,Automatic
 Lexus ES 250,2022,100572.0,Imported,Sedan,19000,5,Petrol,Automatic
 Toyota Rush 1.5S AT,2019,21889.0,Imported,SUV,39000,7,Petrol,Automatic
 Porsche Macan 2.0,2016,90672.0,Imported,SUV,90104,5,Petrol,Automatic
 Toyota Vios 1.5G,2018,17945.0,Locally assembled,Sedan,68000,5,Petrol,Automatic
 Hyundai SantaFe Premium 2.4L HTRAC,2019,34116.0,Locally assembled,SUV,65000,7,Petrol,Automatic
 Hyundai SantaFe 2.2L 4WD,2017,29580.0,Locally assembled,SUV,73000,7,Diesel,Automatic
 Mercedes Benz C class C200,2017,35023.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 LandRover Range Rover Sport HSE,2014,78840.0,Imported,SUV,50000,5,Petrol,Automatic
 Mercedes Benz E class E300 AMG,2021,89884.0,Locally assembled,Sedan,26000,5,Petrol,Automatic
 LandRover Range Rover Vogue 3.0,2019,246500.0,Imported,SUV,36000,5,Petrol,Automatic
 Suzuki XL7 1.5 AT,2021,21495.0,Imported,SUV,15000,7,Petrol,Automatic
 Kia Carnival Signature 2.2D,2022,57582.0,Locally assembled,Van/Minivan,22000,7,Diesel,Automatic
 Toyota Yaris 1.5G,2018,20114.0,Imported,Hatchback,40000,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2022,80852.0,Locally assembled,Sedan,1000,5,Petrol,Automatic
 Kia Sorento DATH,2017,27214.0,Locally assembled,SUV,60000,7,Diesel,Automatic
 Hyundai Equus Limousine VL 500,2010,55176.0,Imported,Sedan,80000,5,Petrol,Automatic
 Kia K3 2.0 AT,2016,16920.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2020,11793.0,Locally assembled,Hatchback,50000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4Matic,2021,66259.0,Locally assembled,SUV,14484,5,Petrol,Automatic
 Honda City 1.5 AT,2013,13212.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Kia Rondo GAT,2018,18497.0,Locally assembled,SUV,69000,7,Petrol,Automatic
 Mazda CX 30 Premium 2.0 AT,2022,30093.0,Imported,Crossover,18000,5,Petrol,Automatic
 Toyota Camry 2.0G,2021,37389.0,Imported,Sedan,15000,5,Petrol,Automatic
 Peugeot 2008 GT Line 1.2 AT,2021,30172.0,Locally assembled,Crossover,17000,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2019,20114.0,Locally assembled,Sedan,33000,5,Petrol,Automatic
 Toyota Camry 2.0G,2021,36679.0,Imported,Sedan,26000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2022,84796.0,Locally assembled,SUV,9656,5,Petrol,Automatic
 Toyota Land Cruiser VX 4.6 V8,2016,110392.0,Imported,SUV,86000,8,Petrol,Automatic
 Isuzu Dmax Van,2010,9071.0,Locally assembled,Truck,73079,2,Diesel,Manual
 Kia Cerato 1.6 AT,2011,13607.0,Imported,Hatchback,130000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2013,17156.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Porsche Cayenne 3.6 V6,2008,31355.0,Imported,SUV,93000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2019,33524.0,Imported,SUV,40000,8,Petrol,Automatic
 Mazda 3 S 1.6 AT,2014,14790.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Mercedes Benz E class E200,2013,23625.0,Locally assembled,Sedan,90000,5,Petrol,Automatic
 Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,2019,30329.0,Imported,SUV,67000,7,Diesel,Automatic
 Mercedes Benz C class C250,2012,15579.0,Locally assembled,Sedan,82000,5,Petrol,Automatic
 Audi Q5 TFSI,2013,27016.0,Imported,SUV,60000,5,Petrol,Automatic
 Toyota Camry 2.0G,2021,35457.0,Imported,Sedan,20000,5,Petrol,Automatic
 Honda City L 1.5 AT,2021,19326.0,Locally assembled,Sedan,34000,5,Petrol,Automatic
 Toyota Vios 1.5G,2017,16762.0,Locally assembled,Sedan,87000,5,Petrol,Automatic
 Kia Morning Van 1.0 AT,2015,9860.0,Imported,Van/Minivan,90000,2,Petrol,Automatic
 Ford Focus S 2.0 AT,2013,15184.0,Locally assembled,Hatchback,96444,5,Petrol,Automatic
 Hyundai Accent 1.4 AT,2015,13015.0,Imported,Hatchback,30000,5,Petrol,Automatic
 Ford Everest 2.5L 4x2 MT,2009,10452.0,Locally assembled,SUV,120000,8,Diesel,Manual
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,24650.0,Imported,Bán tải / Pickup,80000,5,Diesel,Automatic
 Toyota Corolla altis 1.8G AT,2011,13607.0,Locally assembled,Sedan,90000,5,Petrol,Automatic
 Mini Cooper Countryman S,2016,37468.0,Imported,Hatchback,45000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2018,18458.0,Imported,Bán tải / Pickup,60000,5,Diesel,Automatic
 Toyota Yaris 1.3G,2015,16368.0,Imported,Hatchback,48000,5,Petrol,Automatic
 Mercedes Benz C class C200,2017,39401.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Lexus RX 350,2021,155748.0,Imported,SUV,18000,5,Petrol,Automatic
 Mercedes Benz E class E200,2019,55176.0,Locally assembled,Sedan,26000,5,Petrol,Automatic
 LandRover Range Rover Sport HSE,2017,140012.0,Imported,SUV,35000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2022,19523.0,Locally assembled,Sedan,7000,5,Petrol,Automatic
 Hyundai Accent 1.4 ATH,2019,17156.0,Locally assembled,Sedan,39000,5,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2020,29974.0,Locally assembled,Crossover,49000,5,Petrol,Automatic
 Chevrolet Captiva Revv LTZ 2.4 AT,2016,17156.0,Locally assembled,SUV,100000,7,Petrol,Automatic
 Toyota Camry 2.5Q,2014,22678.0,Locally assembled,Sedan,66788,5,Petrol,Automatic
 Toyota Alphard Executive Lounge,2019,130152.0,Imported,Van/Minivan,15000,7,Petrol,Automatic
 Lexus LX 570 Super Sport MBS,2021,349044.0,Imported,SUV,20000,4,Petrol,Automatic
 Lexus GX 470,2009,57188.0,Imported,SUV,5000,7,Petrol,Automatic
 Mini Cooper Clubman S,2021,89884.0,Imported,Hatchback,9000,5,Petrol,Automatic
 Kia Forte SX 1.6 AT,2010,11635.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2021,52771.0,Locally assembled,Sedan,16254,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2022,73674.0,Locally assembled,Sedan,5000,5,Petrol,Automatic
 Ford Ranger Wildtrak Bitubo,2020,27608.0,Imported,Bán tải / Pickup,45000,5,Diesel,Automatic
 Hyundai i30 1.6 AT,2009,10846.0,Imported,Hatchback,150000,5,Petrol,Automatic
 Kia Carens SX 2.0 AT,2010,9860.0,Locally assembled,Crossover,120000,7,Petrol,Automatic
 Porsche Cayenne 3.6 V6,2012,52061.0,Imported,SUV,82272,5,Petrol,Automatic
 Jeep Wrangler Rubicon 2.0 4x4 AT,2021,122658.0,Imported,SUV,18000,5,Petrol,Automatic
 Hyundai SantaFe Cao cấp 2.5L HTRAC,2021,44133.0,Locally assembled,SUV,10000,7,Petrol,Automatic
 Hyundai i10 1.2 MT Tiêu Chuẩn,2022,13370.0,Locally assembled,Sedan,10000,5,Petrol,Manual
 Toyota Fortuner 2.8V 4x4 AT,2018,35299.0,Imported,SUV,43000,8,Diesel,Automatic
 Hyundai Sonata 2.0 AT,2010,14790.0,Imported,Sedan,86000,5,Petrol,Automatic
 Chevrolet Cruze LS 1.6 MT,2010,8480.0,Locally assembled,Sedan,110000,5,Petrol,Manual
 Audi Q7 3.0 AT,2016,70598.0,Imported,SUV,50000,7,Petrol,Automatic
 Ford Ranger Raptor 2.0L 4x4 AT,2020,36679.0,Imported,Bán tải / Pickup,37172,5,Diesel,Automatic
 Nissan Navara EL 2.5 AT 2WD,2017,17945.0,Imported,Bán tải / Pickup,68000,5,Diesel,Automatic
 Mercedes Benz GLC 200,2019,49300.0,Locally assembled,SUV,70000,5,Petrol,Automatic
 Toyota Prado VX 2.7L,2021,102504.0,Imported,SUV,30000,7,Petrol,Automatic
 Audi Q7 3.0 AT,2015,45356.0,Imported,SUV,68000,7,Petrol,Automatic
 Mercedes Benz C class C200,2020,38651.0,Locally assembled,Sedan,33272,5,Hybrid,Automatic
 Lexus LX 570 Super Sport MBS,2021,351016.0,Imported,SUV,23000,4,Petrol,Automatic
 Mercedes Benz GLS 450 4Matic,2020,181424.0,Imported,SUV,22000,7,Petrol,Automatic
 Audi Q7 3.6 AT,2006,14396.0,Imported,SUV,149000,7,Petrol,Automatic
 Ford Laser LXi 1.6 MT,2005,5719.0,Locally assembled,Sedan,210000,5,Petrol,Manual
 LandRover Range Rover Autobiography LWB 3.0,2017,243187.0,Imported,SUV,16000,5,Petrol,Automatic
 Nissan Navara VL 2.5 AT 4WD,2015,17748.0,Imported,Bán tải / Pickup,150000,5,Diesel,Automatic
 Mercedes Benz E class E200,2013,23625.0,Locally assembled,Sedan,79000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT Premium,2020,15184.0,Locally assembled,Hatchback,28000,5,Petrol,Automatic
 VinFast Lux A 2.0 Plus 2.0 AT,2021,26267.0,Locally assembled,Sedan,33000,5,Petrol,Automatic
 Honda City 1.5TOP,2018,18142.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2016,16762.0,Locally assembled,Sedan,90000,5,Petrol,Automatic
 Kia Soluto 1.4 MT Deluxe,2021,14001.0,Locally assembled,Sedan,43000,5,Petrol,Manual
 Mazda 3 1.5L Luxury,2022,25044.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Hyundai SantaFe 2.0L,2011,19720.0,Imported,SUV,90000,7,Diesel,Automatic
 Toyota Sienna LE 3.5,2011,35102.0,Imported,Van/Minivan,57275,7,Petrol,Automatic
